category,bibtexkey,address,annote,author,booktitle,chapter,crossref,edition,editor,howpublished,institution,journal,key,month,note,number,organization,pages,publisher,school,series,title,type,volume,year,shorttitle,url,doi,abstract,urldate,keywords,file,copyright,issn,language,annote_1,annote_2,pmid,x_45,x_46,x_50,x_51,x_53,x_56,x_57,x_61,x_63,x_67,x_69,x_70,x_71,x_73,x_75,x_78,x_79,x_80,x_81,x_82,x_84,x_85,x_87,x_88,x_89,x_91,x_94,x_95,x_97,x_98,x_100,x_102,x_103,x_105,x_107,x_114,x_115,x_116,x_117,x_119,x_120,x_121,x_122,x_124,x_125,x_130,x_131,x_132,isbn,lccn,collaborator,outlookour,https_ebookcentral_proquest_com_ezp_prod1_hul_harvard_edu_lib_harvard_ebooks_detail_action_docid_6006824,translator
TECHREPORT,galaitsi_where_2018,Stockholm,NA,
