category,bibtexkey,address,annote,author,booktitle,chapter,crossref,edition,editor,institution,journal,month,number,organization,pages,publisher,series,title,type,volume,year,url,doi,abstract,urldate,keywords,file,issn,isbn,pmid,annote_1,annote_2,author_number,author_name
ARTICLE,brown_agency_2011,NA,NA,
